id,timestamp,session_id,user_id,user_email,user_role,user_name,user_avatar,action_type,priority,target_model,target_id,description,details_json,ip_address
149,2026-04-24T00:00:00,sess-48779fd714797aec,368,std.mona328@student.edu.eg,student,Mona Mahmoud,,CREATE,NORMAL,Student,61,System activity log entry,,192.168.1.138
150,2025-12-22T00:00:00,sess-0451370697467b22,332,std.ziad292@student.edu.eg,student,Ziad Saleh,,LOGOUT,CAUTION,Student,95,System activity log entry,,192.168.1.31
151,2026-03-05T00:00:00,sess-860a437a24a7910c,14,dr.eslam12@university.edu.eg,doctor,Eslam Ali,,CREATE,NORMAL,Student,45,System activity log entry,,192.168.1.238
152,2026-04-24T00:00:00,sess-451776b41528b304,433,std.dina393@student.edu.eg,student,Dina Tawfik,,CREATE,CRITICAL,Session,77,System activity log entry,,192.168.1.233
153,2025-12-18T00:00:00,sess-09149f53b3ca78bd,206,std.noura166@student.edu.eg,student,Noura Shaker,,LOGOUT,NORMAL,Doctor,31,System activity log entry,,192.168.1.220
154,2026-02-23T00:00:00,sess-846563faf058501f,374,std.sherif334@student.edu.eg,student,Sherif Tawfik,,LOGOUT,WARNING,Student,71,System activity log entry,,192.168.1.34
155,2025-10-29T00:00:00,sess-1129e1d7334f2dd0,375,std.wael335@student.edu.eg,student,Wael Farouk,,UPDATE,CAUTION,Enrollment,76,System activity log entry,,192.168.1.121
156,2025-11-01T00:00:00,sess-ccabd5803c6bb03d,385,std.tarek345@student.edu.eg,student,Tarek Khalil,,UPDATE,NORMAL,Faculty,31,System activity log entry,,192.168.1.174
157,2025-11-24T00:00:00,sess-4d22a42256fd7c5a,20,dr.sahar18@university.edu.eg,doctor,Sahar Farouk,,UPDATE,NORMAL,Enrollment,87,System activity log entry,,192.168.1.71
158,2026-02-18T00:00:00,sess-9e2b2073ef13cc3b,398,std.khaled358@student.edu.eg,student,Khaled Hamdy,,UPDATE,NORMAL,Session,59,System activity log entry,,192.168.1.131
159,2025-12-25T00:00:00,sess-8ad446174af14563,221,std.salma181@student.edu.eg,student,Salma Hamdy,,LOGOUT,NORMAL,Doctor,39,System activity log entry,,192.168.1.53
160,2025-11-02T00:00:00,sess-4d4dd8b51a381aea,38,eng.seif16@university.edu.eg,engineer,Seif Khalil,,UPDATE,WARNING,Course,49,System activity log entry,,192.168.1.152
161,2026-01-04T00:00:00,sess-1f08edb286962f06,360,std.sara320@student.edu.eg,student,Sara Shaker,,DELETE,NORMAL,Course,100,System activity log entry,,192.168.1.237
162,2026-03-14T00:00:00,sess-8eb6be763ede3b9b,297,std.hana257@student.edu.eg,student,Hana Mohamed,,SYSTEM,WARNING,Enrollment,10,System activity log entry,,192.168.1.130
163,2026-03-13T00:00:00,sess-3394dc74d19de24b,280,std.mariam240@student.edu.eg,student,Mariam Tawfik,,CREATE,NORMAL,Faculty,92,System activity log entry,,192.168.1.128
164,2025-11-18T00:00:00,sess-efab9078cc7ff0c8,20,dr.sahar18@university.edu.eg,doctor,Sahar Farouk,,SYSTEM,NORMAL,Student,30,System activity log entry,,192.168.1.88
165,2025-12-04T00:00:00,sess-635cde176dee0a93,364,std.mahmoud324@student.edu.eg,student,Mahmoud Ali,,UPDATE,NORMAL,Faculty,34,System activity log entry,,192.168.1.121
166,2025-10-13T00:00:00,sess-5aa6829a36bdce6b,351,std.youssef311@student.edu.eg,student,Youssef Nasser,,CREATE,CAUTION,Course,1,System activity log entry,,192.168.1.234
167,2025-11-12T00:00:00,sess-ebfb28fe729fbdd0,88,std.yasmin48@student.edu.eg,student,Yasmin Ismail,,LOGOUT,CRITICAL,Session,2,System activity log entry,,192.168.1.36
168,2025-12-27T00:00:00,sess-938f06fb4bf1caf5,266,std.youssef226@student.edu.eg,student,Youssef Nasser,,LOGOUT,NORMAL,Faculty,76,System activity log entry,,192.168.1.46
169,2025-10-22T00:00:00,sess-774be38ebbab7950,88,std.yasmin48@student.edu.eg,student,Yasmin Ismail,,CREATE,CRITICAL,Enrollment,75,System activity log entry,,192.168.1.49
170,2025-10-31T00:00:00,sess-ecfabc5beaa84509,298,std.sahar258@student.edu.eg,student,Sahar Tawfik,,UPDATE,NORMAL,Enrollment,67,System activity log entry,,192.168.1.101
171,2026-01-02T00:00:00,sess-325cc6b414998ee4,207,std.mohamed167@student.edu.eg,student,Mohamed Osman,,LOGOUT,NORMAL,Student,41,System activity log entry,,192.168.1.49
172,2025-11-08T00:00:00,sess-52abd28df72c9e28,408,std.heba368@student.edu.eg,student,Heba Gamal,,UPDATE,WARNING,Student,94,System activity log entry,,192.168.1.33
173,2026-04-04T00:00:00,sess-88091bd6acd76ed0,76,std.ahmed36@student.edu.eg,student,Ahmed Abdallah,,SYSTEM,NORMAL,Student,58,System activity log entry,,192.168.1.122
174,2025-10-08T00:00:00,sess-ec8d984615858e95,198,std.salma158@student.edu.eg,student,Salma Abdel-Rahman,,LOGOUT,NORMAL,Doctor,63,System activity log entry,,192.168.1.221
175,2025-10-20T00:00:00,sess-a4ce5a758fb57651,69,std.eman29@student.edu.eg,student,Eman Khalil,,LOGIN,WARNING,Course,37,System activity log entry,,192.168.1.205
176,2026-04-24T00:00:00,sess-9fcf80693dc90565,237,std.ibrahim197@student.edu.eg,student,Ibrahim Mahmoud,,SYSTEM,NORMAL,Enrollment,71,System activity log entry,,192.168.1.82
177,2025-11-17T00:00:00,sess-d46c838494614219,359,std.heba319@student.edu.eg,student,Heba Mohamed,,UPDATE,NORMAL,Student,36,System activity log entry,,192.168.1.47
178,2025-11-29T00:00:00,sess-f86d233bb03cbdd5,334,std.eslam294@student.edu.eg,student,Eslam Gamal,,LOGIN,NORMAL,Session,8,System activity log entry,,192.168.1.89
179,2026-04-27T00:00:00,sess-1741f526ee338df0,4,dr.mahmoud2@university.edu.eg,doctor,Mahmoud Ali,,UPDATE,NORMAL,Doctor,91,System activity log entry,,192.168.1.246
180,2025-11-02T00:00:00,sess-6d868f3725ec83fd,213,std.nour173@student.edu.eg,student,Nour Mahmoud,,UPDATE,NORMAL,Course,91,System activity log entry,,192.168.1.9
181,2025-12-23T00:00:00,sess-3fb04f858a0ebd78,381,std.mohamed341@student.edu.eg,student,Mohamed Osman,,LOGOUT,NORMAL,Course,52,System activity log entry,,192.168.1.194
182,2026-04-06T00:00:00,sess-39fabd88ce057619,183,std.mahmoud143@student.edu.eg,student,Mahmoud Mansour,,UPDATE,WARNING,Student,91,System activity log entry,,192.168.1.51
183,2026-03-23T00:00:00,sess-c42cbb62356f7457,423,std.ahmed383@student.edu.eg,student,Ahmed El-Sayed,,LOGIN,NORMAL,Faculty,18,System activity log entry,,192.168.1.245
184,2025-10-31T00:00:00,sess-bc590617be7d9ba2,421,std.nahla381@student.edu.eg,student,Nahla Farouk,,CREATE,CAUTION,Doctor,21,System activity log entry,,192.168.1.250
185,2025-10-14T00:00:00,sess-75f984ad8b6d02fb,124,std.noura84@student.edu.eg,student,Noura Ismail,,UPDATE,CAUTION,Student,6,System activity log entry,,192.168.1.34
186,2026-02-06T00:00:00,sess-cbe21ce002244cb3,35,eng.aya13@university.edu.eg,engineer,Aya Gamal,,UPDATE,NORMAL,Enrollment,62,System activity log entry,,192.168.1.221
187,2025-10-03T00:00:00,sess-dcade1ddeb0baa7a,438,std.bassem398@student.edu.eg,student,Bassem Ismail,,DELETE,CAUTION,Student,81,System activity log entry,,192.168.1.75
188,2025-11-21T00:00:00,sess-bff53c5694cd9075,57,std.sherif17@student.edu.eg,student,Sherif Abdallah,,LOGOUT,NORMAL,Course,85,System activity log entry,,192.168.1.22
189,2026-01-05T00:00:00,sess-6b2682312710587d,251,std.dina211@student.edu.eg,student,Dina Morsi,,LOGIN,NORMAL,Doctor,60,System activity log entry,,192.168.1.169
190,2025-11-02T00:00:00,sess-63b9d14ce1af3f50,40,eng.ghada18@university.edu.eg,engineer,Ghada Ibrahim,,DELETE,WARNING,Enrollment,11,System activity log entry,,192.168.1.166
191,2026-04-21T00:00:00,sess-15e28a930e4d4b86,378,std.youssef338@student.edu.eg,student,Youssef Ali,,UPDATE,WARNING,Enrollment,43,System activity log entry,,192.168.1.159
192,2026-02-23T00:00:00,sess-b94d0cfeeddcb3e9,99,std.ahmed59@student.edu.eg,student,Ahmed Saleh,,LOGIN,WARNING,Course,67,System activity log entry,,192.168.1.81
193,2026-01-16T00:00:00,sess-8a959bf14c4f4ffd,434,std.bassem394@student.edu.eg,student,Bassem Shaker,,LOGOUT,NORMAL,Faculty,35,System activity log entry,,192.168.1.73
194,2025-10-10T00:00:00,sess-19230197268c5596,389,std.mariam349@student.edu.eg,student,Mariam Shaker,,UPDATE,NORMAL,Student,95,System activity log entry,,192.168.1.10
195,2026-04-18T00:00:00,sess-c48a6e6bbc05f158,234,std.mohamed194@student.edu.eg,student,Mohamed Hassan,,CREATE,NORMAL,Faculty,13,System activity log entry,,192.168.1.242
196,2026-03-27T00:00:00,sess-920b09c06e91530b,12,dr.bassem10@university.edu.eg,doctor,Bassem Ismail,,DELETE,CRITICAL,Student,16,System activity log entry,,192.168.1.129
197,2026-01-28T00:00:00,sess-6dc1aee6ade00297,238,std.sherif198@student.edu.eg,student,Sherif Ismail,,UPDATE,CAUTION,Session,33,System activity log entry,,192.168.1.154
198,2026-04-26T00:00:00,sess-464a6d9613583e7c,416,std.yasmin376@student.edu.eg,student,Yasmin Osman,,LOGOUT,WARNING,Doctor,3,System activity log entry,,192.168.1.73
199,2026-02-13T00:00:00,sess-b84a26ecbef0f2b1,438,std.bassem398@student.edu.eg,student,Bassem Ismail,,UPDATE,NORMAL,Enrollment,11,System activity log entry,,192.168.1.230
200,2026-01-30T00:00:00,sess-add6e5c861a795dc,419,std.ayman379@student.edu.eg,student,Ayman Abdel-Rahman,,UPDATE,NORMAL,Student,84,System activity log entry,,192.168.1.172
