id,name,email,rfid_uid,phone_number,university_id,department_id,academic_year,current_semester,academic_status,id_card_image_url,approval_status,emergency_contact_phone,bio,personal_email,is_blacklisted,blacklist_reason,rejection_reason,rejected_at,rejected_by_id,approved_at,approved_by_id
140,Seif Mahmoud,std.seif140@student.edu.eg,RFID-000140,+201192594562,UNI-2023-0140,2,1,1,ACTIVE,,APPROVED,+201053947691,,,False,,,,,2025-09-30T00:00:00,2.0
141,Amr Hamdy,std.amr141@student.edu.eg,RFID-000141,+201176755908,UNI-2020-0141,9,4,1,REPEATER,,APPROVED,+201177839607,,,False,,,,,2025-09-15T00:00:00,1.0
142,Nesma Nasser,std.nesma142@student.edu.eg,RFID-000142,+201297813295,UNI-2025-0142,1,1,2,ACTIVE,,APPROVED,+201182033413,,,False,,,,,2025-09-01T00:00:00,1.0
143,Mahmoud Mansour,std.mahmoud143@student.edu.eg,RFID-000143,+201116072331,UNI-2023-0143,12,3,1,ACTIVE,,APPROVED,+201285405783,,,False,,,,,2025-09-07T00:00:00,2.0
144,Bassem Hassan,std.bassem144@student.edu.eg,RFID-000144,+201193650068,UNI-2025-0144,7,4,1,ACTIVE,,APPROVED,+201022976369,,,False,,,,,2025-09-13T00:00:00,2.0
145,Wael Gamal,std.wael145@student.edu.eg,RFID-000145,+201263873262,UNI-2024-0145,6,2,1,ACTIVE,,APPROVED,+201015222944,,,False,,,,,2025-09-05T00:00:00,2.0
146,Aya Tawfik,std.aya146@student.edu.eg,RFID-000146,+201228761086,UNI-2022-0146,8,2,2,ACTIVE,,APPROVED,+201062741471,,,False,,,,,2025-09-20T00:00:00,2.0
147,Wael Tawfik,std.wael147@student.edu.eg,RFID-000147,+201173739005,UNI-2020-0147,9,4,2,PROBATION,,APPROVED,+201124710878,,,False,,,,,2025-09-14T00:00:00,2.0
148,Ghada El-Sayed,std.ghada148@student.edu.eg,RFID-000148,+201287641510,UNI-2024-0148,10,4,1,ACTIVE,,APPROVED,+201216892773,,,False,,,,,2025-09-19T00:00:00,2.0
149,Layla Ismail,std.layla149@student.edu.eg,RFID-000149,+201014237322,UNI-2024-0149,7,2,1,PROBATION,,APPROVED,+201012541730,,,False,,,,,2025-09-15T00:00:00,2.0
150,Mostafa Abdallah,std.mostafa150@student.edu.eg,RFID-000150,+201273297813,UNI-2025-0150,12,2,1,ACTIVE,,APPROVED,+201228533117,,,False,,,,,2025-09-17T00:00:00,1.0
151,Sherif Hamdy,std.sherif151@student.edu.eg,RFID-000151,+201071694994,UNI-2024-0151,9,4,2,ACTIVE,,APPROVED,+201257551594,,,False,,,,,2025-09-22T00:00:00,2.0
152,Aya Mohamed,std.aya152@student.edu.eg,RFID-000152,+201049945150,UNI-2022-0152,4,3,1,ACTIVE,,APPROVED,+201275632882,,,False,,,,,2025-09-11T00:00:00,2.0
153,Heba Mansour,std.heba153@student.edu.eg,RFID-000153,+201260961690,UNI-2023-0153,5,1,2,ACTIVE,,REJECTED,+201048983895,,,False,,Incomplete documents,2025-09-02T00:00:00,1.0,,
154,Youssef Nasser,std.youssef154@student.edu.eg,RFID-000154,+201037121108,UNI-2024-0154,8,3,2,ACTIVE,,APPROVED,+201246456416,,,False,,,,,2025-09-05T00:00:00,1.0
155,Nesma Khalil,std.nesma155@student.edu.eg,RFID-000155,+201240289135,UNI-2025-0155,4,1,1,PROBATION,,APPROVED,+201023448342,,,False,,,,,2025-09-14T00:00:00,2.0
156,Aya Ali,std.aya156@student.edu.eg,RFID-000156,+201231198492,UNI-2023-0156,11,2,2,ACTIVE,,APPROVED,+201197313825,,,True,Academic misconduct,,,,2025-09-07T00:00:00,2.0
157,Bassem Ibrahim,std.bassem157@student.edu.eg,RFID-000157,+201215006085,UNI-2021-0157,2,5,2,ACTIVE,,REJECTED,+201014877451,,,False,,Incomplete documents,2025-09-27T00:00:00,1.0,,
158,Salma Abdel-Rahman,std.salma158@student.edu.eg,RFID-000158,+201050049524,UNI-2024-0158,12,3,1,REPEATER,,APPROVED,+201148193218,,,False,,,,,2025-09-15T00:00:00,2.0
159,Noura Shaker,std.noura159@student.edu.eg,RFID-000159,+201131809610,UNI-2025-0159,5,2,2,ACTIVE,,APPROVED,+201244529507,,,False,,,,,2025-09-23T00:00:00,1.0
160,Wael Saleh,std.wael160@student.edu.eg,RFID-000160,+201264423996,UNI-2023-0160,10,2,2,ACTIVE,,APPROVED,+201063798927,,,False,,,,,2025-09-22T00:00:00,1.0
161,Mahmoud Hamdy,std.mahmoud161@student.edu.eg,RFID-000161,+201141611127,UNI-2023-0161,6,2,2,ACTIVE,,APPROVED,+201150526484,,,True,Academic misconduct,,,,2025-09-19T00:00:00,1.0
162,Nourhan Nasser,std.nourhan162@student.edu.eg,RFID-000162,+201072464258,UNI-2022-0162,12,2,1,ACTIVE,,APPROVED,+201177447155,,,False,,,,,2025-09-30T00:00:00,2.0
163,Khaled Saleh,std.khaled163@student.edu.eg,RFID-000163,+201074180488,UNI-2021-0163,6,5,2,GRADUATED,,APPROVED,+201291300905,,,False,,,,,2025-09-12T00:00:00,2.0
164,Heba Hamdy,std.heba164@student.edu.eg,RFID-000164,+201289968863,UNI-2020-0164,9,2,2,ACTIVE,,APPROVED,+201258557943,,,False,,,,,2025-09-03T00:00:00,1.0
165,Heba Tawfik,std.heba165@student.edu.eg,RFID-000165,+201054039203,UNI-2024-0165,4,5,2,ACTIVE,,APPROVED,+201037568520,,,False,,,,,2025-09-23T00:00:00,2.0
166,Noura Shaker,std.noura166@student.edu.eg,RFID-000166,+201171310453,UNI-2024-0166,1,4,1,ACTIVE,,APPROVED,+201272059365,,,False,,,,,2025-09-22T00:00:00,2.0
167,Mohamed Osman,std.mohamed167@student.edu.eg,RFID-000167,+201219801857,UNI-2020-0167,5,1,2,ACTIVE,,APPROVED,+201118557710,,,False,,,,,2025-09-18T00:00:00,1.0
168,Aya Ibrahim,std.aya168@student.edu.eg,RFID-000168,+201096104027,UNI-2025-0168,5,4,2,ACTIVE,,APPROVED,+201161335545,,,False,,,,,2025-09-15T00:00:00,2.0
169,Youssef Gamal,std.youssef169@student.edu.eg,RFID-000169,+201262755436,UNI-2024-0169,3,3,1,REPEATER,,APPROVED,+201239888974,,,False,,,,,2025-09-27T00:00:00,1.0
170,Mohamed Saleh,std.mohamed170@student.edu.eg,RFID-000170,+201043220503,UNI-2023-0170,8,4,2,ACTIVE,,APPROVED,+201046997080,,,False,,,,,2025-09-07T00:00:00,1.0
171,Hana Ismail,std.hana171@student.edu.eg,RFID-000171,+201089717834,UNI-2020-0171,1,2,2,ACTIVE,,APPROVED,+201216533225,,,False,,,,,2025-09-08T00:00:00,1.0
172,Yasmin Khalil,std.yasmin172@student.edu.eg,RFID-000172,+201028808678,UNI-2024-0172,9,2,2,ACTIVE,,APPROVED,+201087324220,,,False,,,,,2025-09-11T00:00:00,2.0
173,Nour Mahmoud,std.nour173@student.edu.eg,RFID-000173,+201118181595,UNI-2024-0173,11,2,1,ACTIVE,,APPROVED,+201267337891,,,False,,,,,2025-09-18T00:00:00,2.0
174,Fatma Osman,std.fatma174@student.edu.eg,RFID-000174,+201130027648,UNI-2022-0174,9,3,2,ACTIVE,,APPROVED,+201082199509,,,False,,,,,2025-09-16T00:00:00,1.0
175,Nour Mahmoud,std.nour175@student.edu.eg,RFID-000175,+201184797762,UNI-2024-0175,8,1,1,ACTIVE,,APPROVED,+201142595918,,,False,,,,,2025-09-09T00:00:00,1.0
176,Nourhan Hassan,std.nourhan176@student.edu.eg,RFID-000176,+201235566010,UNI-2020-0176,8,3,2,ACTIVE,,APPROVED,+201191197624,,,False,,,,,2025-09-20T00:00:00,1.0
177,Hossam Morsi,std.hossam177@student.edu.eg,RFID-000177,+201150693207,UNI-2020-0177,12,2,1,ACTIVE,,APPROVED,+201025745913,,,False,,,,,2025-09-24T00:00:00,2.0
178,Eman Mohamed,std.eman178@student.edu.eg,RFID-000178,+201161091554,UNI-2023-0178,7,2,2,ACTIVE,,APPROVED,+201145106207,,,False,,,,,2025-09-12T00:00:00,2.0
179,Ibrahim Hamdy,std.ibrahim179@student.edu.eg,RFID-000179,+201116135823,UNI-2024-0179,6,2,1,ACTIVE,,APPROVED,+201229585415,,,False,,,,,2025-09-01T00:00:00,2.0
180,Nesma Morsi,std.nesma180@student.edu.eg,RFID-000180,+201054273769,UNI-2021-0180,12,4,2,GRADUATED,,APPROVED,+201242981324,,,False,,,,,2025-09-16T00:00:00,2.0
181,Salma Hamdy,std.salma181@student.edu.eg,RFID-000181,+201132718459,UNI-2021-0181,8,2,2,ACTIVE,,APPROVED,+201082764376,,,False,,,,,2025-09-21T00:00:00,1.0
182,Omar Hassan,std.omar182@student.edu.eg,RFID-000182,+201128453800,UNI-2025-0182,11,1,1,ACTIVE,,APPROVED,+201030270856,,,False,,,,,2025-09-01T00:00:00,1.0
183,Mariam Nasser,std.mariam183@student.edu.eg,RFID-000183,+201274854563,UNI-2025-0183,1,5,2,GRADUATED,,APPROVED,+201010887495,,,False,,,,,2025-09-18T00:00:00,2.0
184,Mohamed Tawfik,std.mohamed184@student.edu.eg,RFID-000184,+201112300840,UNI-2024-0184,12,3,2,GRADUATED,,PENDING,+201024363501,,,False,,,,,,
185,Layla Mahmoud,std.layla185@student.edu.eg,RFID-000185,+201157572279,UNI-2022-0185,4,2,2,ACTIVE,,APPROVED,+201060070135,,,False,,,,,2025-10-01T00:00:00,2.0
186,Sahar Khalil,std.sahar186@student.edu.eg,RFID-000186,+201097742922,UNI-2025-0186,12,2,1,ACTIVE,,APPROVED,+201064395532,,,False,,,,,2025-09-13T00:00:00,2.0
187,Aya Ibrahim,std.aya187@student.edu.eg,RFID-000187,+201077089857,UNI-2023-0187,11,1,2,ACTIVE,,APPROVED,+201222799248,,,False,,,,,2025-09-29T00:00:00,1.0
188,Karim Morsi,std.karim188@student.edu.eg,RFID-000188,+201047631028,UNI-2024-0188,8,3,1,ACTIVE,,APPROVED,+201052209421,,,False,,,,,2025-09-01T00:00:00,1.0
189,Mostafa Osman,std.mostafa189@student.edu.eg,RFID-000189,+201086060638,UNI-2023-0189,2,3,2,REPEATER,,APPROVED,+201128783850,,,False,,,,,2025-09-26T00:00:00,1.0
190,Fatma Ibrahim,std.fatma190@student.edu.eg,RFID-000190,+201055713584,UNI-2024-0190,2,4,2,PROBATION,,APPROVED,+201113976288,,,False,,,,,2025-09-21T00:00:00,2.0
191,Yasmin Hamdy,std.yasmin191@student.edu.eg,RFID-000191,+201167961650,UNI-2021-0191,4,3,2,ACTIVE,,APPROVED,+201093029219,,,False,,,,,2025-09-10T00:00:00,1.0
192,Hassan Hassan,std.hassan192@student.edu.eg,RFID-000192,+201230706693,UNI-2025-0192,5,2,2,ACTIVE,,APPROVED,+201158412365,,,False,,,,,2025-09-04T00:00:00,1.0
193,Nour Shaker,std.nour193@student.edu.eg,RFID-000193,+201035151299,UNI-2023-0193,6,3,2,ACTIVE,,APPROVED,+201284455942,,,False,,,,,2025-09-17T00:00:00,2.0
194,Mohamed Hassan,std.mohamed194@student.edu.eg,RFID-000194,+201253544301,UNI-2023-0194,6,5,1,ACTIVE,,APPROVED,+201165540647,,,False,,,,,2025-09-13T00:00:00,1.0
195,Heba Khalil,std.heba195@student.edu.eg,RFID-000195,+201028634797,UNI-2022-0195,10,2,2,PROBATION,,APPROVED,+201176185975,,,False,,,,,2025-09-05T00:00:00,1.0
196,Rania Mansour,std.rania196@student.edu.eg,RFID-000196,+201058469365,UNI-2022-0196,7,3,1,GRADUATED,,APPROVED,+201293890601,,,False,,,,,2025-09-16T00:00:00,1.0
197,Ibrahim Mahmoud,std.ibrahim197@student.edu.eg,RFID-000197,+201193240786,UNI-2023-0197,5,1,2,ACTIVE,,APPROVED,+201154927535,,,False,,,,,2025-09-14T00:00:00,1.0
198,Sherif Ismail,std.sherif198@student.edu.eg,RFID-000198,+201063450811,UNI-2022-0198,12,2,2,ACTIVE,,PENDING,+201294946730,,,False,,,,,,
199,Sahar Khalil,std.sahar199@student.edu.eg,RFID-000199,+201158991556,UNI-2020-0199,6,4,1,REPEATER,,APPROVED,+201283233096,,,False,,,,,2025-09-06T00:00:00,1.0
200,Mariam Mohamed,std.mariam200@student.edu.eg,RFID-000200,+201064914054,UNI-2025-0200,8,3,2,PROBATION,,APPROVED,+201095004924,,,False,,,,,2025-09-10T00:00:00,1.0
201,Mostafa Abdallah,std.mostafa201@student.edu.eg,RFID-000201,+201274321792,UNI-2024-0201,7,1,2,ACTIVE,,PENDING,+201277996397,,,False,,,,,,
202,Hana Gamal,std.hana202@student.edu.eg,RFID-000202,+201289701163,UNI-2025-0202,1,3,1,ACTIVE,,APPROVED,+201043316996,,,False,,,,,2025-09-22T00:00:00,2.0
203,Nourhan Ismail,std.nourhan203@student.edu.eg,RFID-000203,+201296804457,UNI-2023-0203,1,5,2,ACTIVE,,PENDING,+201124219637,,,False,,,,,,
204,Ibrahim Mansour,std.ibrahim204@student.edu.eg,RFID-000204,+201287915846,UNI-2025-0204,4,5,1,ACTIVE,,APPROVED,+201160213478,,,False,,,,,2025-09-13T00:00:00,2.0
205,Nesma Tawfik,std.nesma205@student.edu.eg,RFID-000205,+201124032377,UNI-2022-0205,3,3,2,DISMISSED,,APPROVED,+201025578562,,,False,,,,,2025-09-27T00:00:00,1.0
206,Nour Farouk,std.nour206@student.edu.eg,RFID-000206,+201173909453,UNI-2020-0206,8,2,2,ACTIVE,,PENDING,+201270726434,,,False,,,,,,
207,Hassan Saleh,std.hassan207@student.edu.eg,RFID-000207,+201196969050,UNI-2020-0207,1,1,1,GRADUATED,,APPROVED,+201242737441,,,True,Academic misconduct,,,,2025-09-17T00:00:00,1.0
208,Amr Farouk,std.amr208@student.edu.eg,RFID-000208,+201064364546,UNI-2025-0208,9,4,1,ACTIVE,,APPROVED,+201095963619,,,False,,,,,2025-09-22T00:00:00,2.0
209,Mohamed Ismail,std.mohamed209@student.edu.eg,RFID-000209,+201110597274,UNI-2025-0209,4,4,1,ACTIVE,,APPROVED,+201047358810,,,False,,,,,2025-09-25T00:00:00,1.0
210,Ibrahim Gamal,std.ibrahim210@student.edu.eg,RFID-000210,+201125294777,UNI-2022-0210,3,3,2,ACTIVE,,APPROVED,+201295779702,,,False,,,,,2025-09-11T00:00:00,2.0
211,Dina Morsi,std.dina211@student.edu.eg,RFID-000211,+201192861016,UNI-2021-0211,2,3,2,PROBATION,,APPROVED,+201289211057,,,False,,,,,2025-09-03T00:00:00,1.0
212,Khaled Khalil,std.khaled212@student.edu.eg,RFID-000212,+201228972822,UNI-2024-0212,5,1,2,ACTIVE,,APPROVED,+201190050918,,,False,,,,,2025-09-05T00:00:00,2.0
213,Tarek Hamdy,std.tarek213@student.edu.eg,RFID-000213,+201148766747,UNI-2021-0213,11,2,1,ACTIVE,,APPROVED,+201170532325,,,False,,,,,2025-09-20T00:00:00,1.0
214,Ahmed Hamdy,std.ahmed214@student.edu.eg,RFID-000214,+201277838742,UNI-2025-0214,3,2,2,ACTIVE,,PENDING,+201175998330,,,False,,,,,,
215,Yasmin Hamdy,std.yasmin215@student.edu.eg,RFID-000215,+201049203644,UNI-2020-0215,3,1,2,ACTIVE,,APPROVED,+201082156607,,,False,,,,,2025-09-10T00:00:00,1.0
216,Mariam Morsi,std.mariam216@student.edu.eg,RFID-000216,+201086868379,UNI-2020-0216,12,4,2,ACTIVE,,APPROVED,+201259239353,,,False,,,,,2025-09-18T00:00:00,1.0
217,Yasmin Gamal,std.yasmin217@student.edu.eg,RFID-000217,+201243223132,UNI-2022-0217,4,4,1,ACTIVE,,APPROVED,+201145274462,,,False,,,,,2025-09-12T00:00:00,1.0
218,Khaled Khalil,std.khaled218@student.edu.eg,RFID-000218,+201191907952,UNI-2025-0218,4,6,2,ACTIVE,,APPROVED,+201092698414,,,False,,,,,2025-09-05T00:00:00,1.0
219,Karim Ibrahim,std.karim219@student.edu.eg,RFID-000219,+201282312290,UNI-2021-0219,10,3,2,ACTIVE,,APPROVED,+201249276764,,,False,,,,,2025-09-10T00:00:00,2.0
220,Ibrahim Mahmoud,std.ibrahim220@student.edu.eg,RFID-000220,+201227030641,UNI-2025-0220,7,1,1,ACTIVE,,APPROVED,+201029628462,,,False,,,,,2025-09-23T00:00:00,2.0
221,Seif Osman,std.seif221@student.edu.eg,RFID-000221,+201194263610,UNI-2023-0221,8,2,2,ACTIVE,,REJECTED,+201120135622,,,False,,Incomplete documents,2025-09-21T00:00:00,1.0,,
222,Youssef Osman,std.youssef222@student.edu.eg,RFID-000222,+201171028216,UNI-2023-0222,9,3,2,ACTIVE,,APPROVED,+201210331931,,,False,,,,,2025-09-28T00:00:00,1.0
223,Mariam Nasser,std.mariam223@student.edu.eg,RFID-000223,+201138434222,UNI-2023-0223,2,5,2,PROBATION,,PENDING,+201148063218,,,False,,,,,,
224,Heba Morsi,std.heba224@student.edu.eg,RFID-000224,+201116497381,UNI-2020-0224,3,5,1,GRADUATED,,APPROVED,+201271684020,,,False,,,,,2025-09-01T00:00:00,1.0
225,Yasmin Shaker,std.yasmin225@student.edu.eg,RFID-000225,+201227705074,UNI-2025-0225,1,4,2,ACTIVE,,APPROVED,+201046778269,,,False,,,,,2025-09-03T00:00:00,2.0
226,Youssef Nasser,std.youssef226@student.edu.eg,RFID-000226,+201251004756,UNI-2025-0226,11,2,1,PROBATION,,APPROVED,+201197977738,,,False,,,,,2025-09-03T00:00:00,1.0
227,Karim Hamdy,std.karim227@student.edu.eg,RFID-000227,+201269735865,UNI-2020-0227,2,2,1,ACTIVE,,PENDING,+201256113741,,,False,,,,,,
228,Khaled Abdallah,std.khaled228@student.edu.eg,RFID-000228,+201061414775,UNI-2020-0228,12,2,1,ACTIVE,,APPROVED,+201052057323,,,False,,,,,2025-09-12T00:00:00,2.0
229,Mona Mahmoud,std.mona229@student.edu.eg,RFID-000229,+201211137460,UNI-2024-0229,11,2,1,ACTIVE,,APPROVED,+201157135617,,,False,,,,,2025-09-24T00:00:00,1.0
230,Mostafa Abdallah,std.mostafa230@student.edu.eg,RFID-000230,+201023484199,UNI-2021-0230,10,4,1,ACTIVE,,APPROVED,+201261543890,,,False,,,,,2025-09-12T00:00:00,2.0
231,Mahmoud Khalil,std.mahmoud231@student.edu.eg,RFID-000231,+201290664728,UNI-2024-0231,5,6,2,ACTIVE,,APPROVED,+201213600310,,,False,,,,,2025-09-28T00:00:00,2.0
232,Layla Ismail,std.layla232@student.edu.eg,RFID-000232,+201196727439,UNI-2020-0232,9,2,1,ACTIVE,,APPROVED,+201161792685,,,False,,,,,2025-09-04T00:00:00,1.0
233,Ghada Ismail,std.ghada233@student.edu.eg,RFID-000233,+201058465780,UNI-2022-0233,2,5,1,GRADUATED,,APPROVED,+201186286724,,,False,,,,,2025-09-14T00:00:00,2.0
234,Tarek Hamdy,std.tarek234@student.edu.eg,RFID-000234,+201045189912,UNI-2021-0234,2,1,1,ACTIVE,,APPROVED,+201063415303,,,False,,,,,2025-09-17T00:00:00,2.0
235,Noura Abdallah,std.noura235@student.edu.eg,RFID-000235,+201282162880,UNI-2024-0235,7,4,1,ACTIVE,,REJECTED,+201121220209,,,False,,Incomplete documents,2025-09-10T00:00:00,1.0,,
236,Noura Mohamed,std.noura236@student.edu.eg,RFID-000236,+201295133532,UNI-2025-0236,3,5,1,ACTIVE,,REJECTED,+201168718382,,,False,,Incomplete documents,2025-09-24T00:00:00,1.0,,
237,Ali Khalil,std.ali237@student.edu.eg,RFID-000237,+201291716102,UNI-2020-0237,2,4,2,ACTIVE,,PENDING,+201298322292,,,False,,,,,,
238,Tarek Ali,std.tarek238@student.edu.eg,RFID-000238,+201076627415,UNI-2022-0238,1,2,2,ACTIVE,,REJECTED,+201059911470,,,False,,Incomplete documents,2025-09-05T00:00:00,1.0,,
239,Ayman Ali,std.ayman239@student.edu.eg,RFID-000239,+201180310522,UNI-2020-0239,1,3,2,ACTIVE,,APPROVED,+201287396877,,,False,,,,,2025-09-21T00:00:00,1.0
240,Mariam Tawfik,std.mariam240@student.edu.eg,RFID-000240,+201232398441,UNI-2022-0240,6,1,1,GRADUATED,,APPROVED,+201123811663,,,False,,,,,2025-09-29T00:00:00,1.0
241,Noura El-Sayed,std.noura241@student.edu.eg,RFID-000241,+201158852098,UNI-2023-0241,1,1,1,ACTIVE,,APPROVED,+201014746418,,,False,,,,,2025-09-18T00:00:00,2.0
242,Sherif Khalil,std.sherif242@student.edu.eg,RFID-000242,+201086710258,UNI-2022-0242,7,3,1,ACTIVE,,APPROVED,+201217069536,,,False,,,,,2025-09-06T00:00:00,1.0
243,Layla Ibrahim,std.layla243@student.edu.eg,RFID-000243,+201151701149,UNI-2022-0243,7,1,1,ACTIVE,,PENDING,+201271303434,,,False,,,,,,
244,Sara Mohamed,std.sara244@student.edu.eg,RFID-000244,+201293579731,UNI-2021-0244,5,5,2,ACTIVE,,APPROVED,+201189415412,,,False,,,,,2025-09-16T00:00:00,1.0
245,Amira Khalil,std.amira245@student.edu.eg,RFID-000245,+201041272427,UNI-2024-0245,3,1,2,GRADUATED,,PENDING,+201211287794,,,False,,,,,,
246,Ahmed Osman,std.ahmed246@student.edu.eg,RFID-000246,+201241966313,UNI-2023-0246,12,3,2,ACTIVE,,APPROVED,+201029109045,,,False,,,,,2025-09-23T00:00:00,2.0
247,Omar Khalil,std.omar247@student.edu.eg,RFID-000247,+201171533194,UNI-2025-0247,9,4,1,ACTIVE,,APPROVED,+201222828128,,,False,,,,,2025-09-17T00:00:00,1.0
248,Dina Hassan,std.dina248@student.edu.eg,RFID-000248,+201041778964,UNI-2022-0248,10,1,2,ACTIVE,,APPROVED,+201162741214,,,False,,,,,2025-09-23T00:00:00,2.0
249,Yasmin Mansour,std.yasmin249@student.edu.eg,RFID-000249,+201088478184,UNI-2020-0249,4,1,1,ACTIVE,,APPROVED,+201032062036,,,False,,,,,2025-09-15T00:00:00,2.0
250,Hana Ali,std.hana250@student.edu.eg,RFID-000250,+201070655283,UNI-2022-0250,9,3,2,GRADUATED,,REJECTED,+201126094525,,,False,,Incomplete documents,2025-09-03T00:00:00,1.0,,
251,Nour Ismail,std.nour251@student.edu.eg,RFID-000251,+201129907683,UNI-2020-0251,1,2,1,ACTIVE,,APPROVED,+201163183031,,,False,,,,,2025-09-17T00:00:00,1.0
252,Nour Mansour,std.nour252@student.edu.eg,RFID-000252,+201184618850,UNI-2025-0252,3,1,1,ACTIVE,,APPROVED,+201072014395,,,False,,,,,2025-09-04T00:00:00,1.0
253,Ahmed Ibrahim,std.ahmed253@student.edu.eg,RFID-000253,+201159961172,UNI-2025-0253,4,2,1,ACTIVE,,APPROVED,+201288667527,,,False,,,,,2025-09-09T00:00:00,1.0
254,Hassan Mohamed,std.hassan254@student.edu.eg,RFID-000254,+201054499873,UNI-2020-0254,11,4,1,DISMISSED,,APPROVED,+201116796477,,,False,,,,,2025-09-06T00:00:00,2.0
255,Dina Hamdy,std.dina255@student.edu.eg,RFID-000255,+201057505459,UNI-2021-0255,1,4,1,GRADUATED,,APPROVED,+201147561442,,,False,,,,,2025-09-15T00:00:00,1.0
256,Nahla Ismail,std.nahla256@student.edu.eg,RFID-000256,+201165296657,UNI-2024-0256,10,2,2,ACTIVE,,APPROVED,+201021773787,,,False,,,,,2025-09-09T00:00:00,2.0
257,Hana Mohamed,std.hana257@student.edu.eg,RFID-000257,+201212621269,UNI-2023-0257,11,2,2,GRADUATED,,APPROVED,+201183083942,,,False,,,,,2025-09-26T00:00:00,2.0
258,Sahar Tawfik,std.sahar258@student.edu.eg,RFID-000258,+201052799022,UNI-2024-0258,6,4,1,ACTIVE,,APPROVED,+201047706144,,,False,,,,,2025-09-02T00:00:00,2.0
259,Fatma Morsi,std.fatma259@student.edu.eg,RFID-000259,+201242366980,UNI-2022-0259,4,2,1,ACTIVE,,APPROVED,+201087268086,,,False,,,,,2025-09-28T00:00:00,2.0
260,Tarek Abdel-Rahman,std.tarek260@student.edu.eg,RFID-000260,+201258155056,UNI-2024-0260,4,5,1,GRADUATED,,APPROVED,+201257201978,,,False,,,,,2025-10-01T00:00:00,1.0
261,Hossam Hamdy,std.hossam261@student.edu.eg,RFID-000261,+201022114140,UNI-2020-0261,9,3,1,ACTIVE,,APPROVED,+201239368039,,,False,,,,,2025-09-01T00:00:00,2.0
262,Wael Ismail,std.wael262@student.edu.eg,RFID-000262,+201053431355,UNI-2020-0262,4,2,1,GRADUATED,,APPROVED,+201088733350,,,False,,,,,2025-09-23T00:00:00,1.0
263,Khaled Tawfik,std.khaled263@student.edu.eg,RFID-000263,+201263095937,UNI-2024-0263,6,1,1,REPEATER,,APPROVED,+201150502233,,,False,,,,,2025-09-11T00:00:00,1.0
264,Rania Hamdy,std.rania264@student.edu.eg,RFID-000264,+201292370625,UNI-2022-0264,11,3,1,ACTIVE,,APPROVED,+201289047551,,,False,,,,,2025-09-27T00:00:00,1.0
265,Nour Saleh,std.nour265@student.edu.eg,RFID-000265,+201286884584,UNI-2023-0265,3,2,1,ACTIVE,,APPROVED,+201090851238,,,False,,,,,2025-09-11T00:00:00,1.0
266,Sahar Ali,std.sahar266@student.edu.eg,RFID-000266,+201041943272,UNI-2022-0266,8,2,2,PROBATION,,REJECTED,+201095387542,,,False,,Incomplete documents,2025-09-29T00:00:00,1.0,,
267,Ghada Farouk,std.ghada267@student.edu.eg,RFID-000267,+201019099261,UNI-2022-0267,8,1,2,GRADUATED,,APPROVED,+201010171954,,,False,,,,,2025-09-02T00:00:00,2.0
268,Hana Abdel-Rahman,std.hana268@student.edu.eg,RFID-000268,+201183286096,UNI-2023-0268,7,4,1,PROBATION,,PENDING,+201187585294,,,False,,,,,,
269,Eslam Abdel-Rahman,std.eslam269@student.edu.eg,RFID-000269,+201049581964,UNI-2020-0269,8,1,2,REPEATER,,APPROVED,+201124055958,,,False,,,,,2025-09-03T00:00:00,2.0
270,Mona Abdel-Rahman,std.mona270@student.edu.eg,RFID-000270,+201055358959,UNI-2024-0270,12,1,2,ACTIVE,,APPROVED,+201214159837,,,False,,,,,2025-09-14T00:00:00,1.0
271,Rania Abdel-Rahman,std.rania271@student.edu.eg,RFID-000271,+201064932613,UNI-2025-0271,1,1,2,GRADUATED,,APPROVED,+201247785387,,,False,,,,,2025-09-10T00:00:00,1.0
272,Ali Osman,std.ali272@student.edu.eg,RFID-000272,+201110512117,UNI-2023-0272,10,4,1,ACTIVE,,APPROVED,+201198854850,,,False,,,,,2025-09-21T00:00:00,2.0
273,Ibrahim El-Sayed,std.ibrahim273@student.edu.eg,RFID-000273,+201073561576,UNI-2020-0273,4,2,2,ACTIVE,,APPROVED,+201173209094,,,False,,,,,2025-09-16T00:00:00,2.0
274,Nourhan Gamal,std.nourhan274@student.edu.eg,RFID-000274,+201159580252,UNI-2021-0274,7,2,2,ACTIVE,,APPROVED,+201045338986,,,False,,,,,2025-09-15T00:00:00,2.0
275,Eslam Mansour,std.eslam275@student.edu.eg,RFID-000275,+201299586100,UNI-2020-0275,10,1,1,ACTIVE,,APPROVED,+201256142898,,,False,,,,,2025-09-26T00:00:00,2.0
276,Nesma Khalil,std.nesma276@student.edu.eg,RFID-000276,+201266187845,UNI-2024-0276,9,1,2,ACTIVE,,APPROVED,+201241627336,,,False,,,,,2025-09-16T00:00:00,2.0
277,Dina Ibrahim,std.dina277@student.edu.eg,RFID-000277,+201133203422,UNI-2021-0277,9,2,1,ACTIVE,,APPROVED,+201026936398,,,False,,,,,2025-09-02T00:00:00,2.0
278,Rania Mohamed,std.rania278@student.edu.eg,RFID-000278,+201152916049,UNI-2025-0278,11,2,1,REPEATER,,APPROVED,+201062089786,,,False,,,,,2025-09-18T00:00:00,2.0
